Customer ID,Region,Vertical,Subvertical
CRM-1569900,Australia,Retail,Cosmetics
CRM-1455150,Australia,Retail,Supermarket Chains
CRM-476750,Malaysia,Travel,Hotels and Accommodation
CRM-156700,Turkey,Retail,Home and Furniture
CRM-1199150,Singapore,Transportation and Logistics,Transportation and Logistics
CRM-783350,CEE,Retail,Cosmetics
CRM-1489900,Taiwan,Retail,Home and Furniture
CRM-1489550,Taiwan,Other,Other
CRM-698100,Taiwan,Finance,Banking
CRM-150600,MENA,Travel,Online Travel Agency (OTA)
CRM-295100,Turkey,Retail,Jewelry and Accessories
CRM-1473850,Australia,Retail,Fashion Retailer
CRM-1573600,Turkey,Retail,Book Retailers
CRM-763800,Japan,Other,Cosmetics
CRM-1468150,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1489150,Indonesia,Retail,Marketplace
CRM-1472000,Malaysia,Media and Publishing,Content Websites
CRM-1491100,Russia,Restaurants and Delivery,Restaurants and Delivery
CRM-1526050,Vietnam,Comparison,Restaurants and Delivery
CRM-1449750,Turkey,Real Estate,N/A
CRM-1453250,Australia,Retail,Home and Furniture
CRM-1481200,Australia,Retail,Fashion Retailer
CRM-1462250,MENA,Retail,Cosmetics
CRM-157250,Turkey,Travel,Online Travel Agency (OTA)
CRM-1370150,Turkey,Travel,Online Travel Agency (OTA)
CRM-176450,Turkey,Travel,Online Travel Agency (OTA)
CRM-157000,Turkey,Travel,Online Travel Agency (OTA)
CRM-1469500,Vietnam,Retail,Home and Furniture
CRM-250450,CEE,Retail,Fashion Retailer
CRM-1460550,MENA,Classifieds,Classifieds
CRM-748200,Japan,Retail,Sports
CRM-417000,Turkey,Retail,Supermarket Chains
CRM-166850,Turkey,Retail,Supermarket Chains
CRM-1521150,Taiwan,Retail,Fitness
CRM-1513500,Vietnam,Finance,Banking
CRM-153650,Russia,Retail,Consumer Electronics
CRM-412550,Vietnam,Retail,Consumer Electronics
CRM-1489450,MENA,Retail,N/A
CRM-665100,Turkey,Retail,Home Appliances
CRM-1580200,Turkey,Other,Other
CRM-1560300,Turkey,Retail,Consumer Electronics
CRM-165750,Turkey,Retail,Construction
CRM-226150,Russia,Internet and Telecom,Internet and Telecom
CRM-306500,Russia,Internet and Telecom,Internet and Telecom
CRM-1586550,MENA,Financial Services,Banking
CRM-1525250,Vietnam,Internet and Telecom,Internet and Telecom
CRM-1520550,Vietnam,Classifieds,Classifieds
CRM-1518400,Vietnam,Internet and Telecom,Internet and Telecom
CRM-164850,Indonesia,Internet and Telecom,Internet and Telecom
CRM-1585350,MENA,Internet and Telecom,Internet and Telecom
CRM-1474200,United Kingdom,Retail,Cosmetics
CRM-1538750,MENA,N/A,N/A
CRM-997700,Turkey,B2B Commerce,B2B Commerce
CRM-1580250,Turkey,Healthcare,Hospital and Dentistry
CRM-508750,Russia,Retail,Shoes
CRM-159350,Turkey,Retail,Jewelry and Accessories
CRM-190650,Turkey,Retail,Fashion Retailer
CRM-1589550,United Kingdom,Other,Gifts
CRM-606900,Thailand,Travel,Airlines and Airports
CRM-861200,Thailand,Media and Publishing,Newspapers and Magazines
CRM-983600,Thailand,Travel,Airlines and Airports
CRM-1534700,Australia,Retail,Home and Furniture
CRM-1567200,United States,Restaurants and Delivery,Restaurants and Delivery
CRM-1441500,Singapore,Retail,Fashion Retailer
CRM-1513550,MENA,Financial Services,N/A
CRM-1509750,Australia,Retail,Consumer Electronics
CRM-1482500,Thailand,Retail,Supermarket Chains
CRM-1482550,Thailand,Retail,Fashion Retailer
CRM-1467650,United Kingdom,Retail,Cosmetics
CRM-1513650,Australia,Retail,Home and Furniture
CRM-1513600,MENA,Retail,Fashion Retailer
CRM-1130700,Australia,Retail,Sports
CRM-1130750,Australia,Retail,Sports
CRM-1453200,Philippines,Retail,Cosmetics
CRM-1227550,MENA,Retail,Cosmetics
CRM-499900,Vietnam,Retail,Cosmetics
CRM-476600,Malaysia,Travel,Hotels and Accommodation
CRM-428950,Vietnam,Retail,Restaurants and Delivery
CRM-1050600,MENA,Retail,Fashion Retailer
CRM-917450,Vietnam,Internet and Telecom,Cosmetics
CRM-150700,MENA,Real Estate,Real Estate
CRM-708200,Turkey,Travel,Hotels and Accommodation
CRM-227850,Malaysia,Media and Publishing,Content Websites
CRM-405100,Japan,Retail,Jewelry and Accessories
CRM-505050,MENA,Retail,Fashion Retailer
CRM-1472050,Malaysia,Media and Publishing,Content Websites
CRM-1102900,Taiwan,Retail,Jewelry and Accessories
CRM-452650,Japan,Retail,Home and Furniture
CRM-712800,Indonesia,Other,Fashion Retailer
CRM-421050,Vietnam,B2B Commerce,B2B Commerce
CRM-1444700,Vietnam,Healthcare,Pharmaceuticals
CRM-1460700,Spain,Retail,Consumer Electronics
CRM-276400,Taiwan,Travel,Airlines and Airports
CRM-1099250,Singapore,Career and Education,Education and Universities
CRM-219450,Vietnam,Retail,Marketplace
CRM-1499000,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1503050,Turkey,N/A,N/A
CRM-1542550,Taiwan,Retail,Shoes
CRM-1172500,Australia,Retail,Sports
CRM-689550,Malaysia,Internet and Telecom,Internet and Telecom
CRM-1469950,Taiwan,Retail,Consumer Electronics
CRM-1470000,Taiwan,Retail,Consumer Electronics
CRM-1470050,Taiwan,Retail,Consumer Electronics
CRM-1517200,Indonesia,Consumer Electronics,Other
CRM-1295850,Turkey,Media and Publishing,Content Websites
CRM-715900,Japan,Real Estate,Real Estate
CRM-1496000,Turkey,Retail,Fashion Retailer
CRM-1478850,Turkey,Automotive,Automotive
CRM-219200,Indonesia,Retail,Marketplace
CRM-5602400,Taiwan,N/A,N/A
CRM-1503000,Turkey,Retail,Fashion Retailer
CRM-1535650,Turkey,Retail,Fashion Retailer
CRM-785050,Turkey,Retail,Fashion Retailer
CRM-789100,Turkey,Other,Other
CRM-1510800,Australia,Retail,Fashion Retailer
CRM-169050,CEE,Retail,Fashion Retailer
CRM-1445750,Benelux,Retail,Shoes
CRM-1587450,Australia,B2B SaaS,B2B SaaS
CRM-776800,Korea,Travel,Online Travel Agency (OTA)
CRM-1528700,Turkey,Other,N/A
CRM-401650,Thailand,Travel,Online Travel Agency (OTA)
CRM-243250,CEE,Retail,Jewelry and Accessories
CRM-764500,United Kingdom,Retail,Fashion Retailer
CRM-1514450,Benelux,Retail,Toys
CRM-1514500,Benelux,Retail,Animal Products
CRM-160300,Turkey,Automotive,Automotive
CRM-1477350,MENA,Automotive,Automotive
CRM-900250,Indonesia,Automotive,Automotive
CRM-430100,Indonesia,Automotive,Automotive
CRM-463500,MENA,Automotive,Automotive
CRM-169400,CEE,Retail,Toys
CRM-1079950,Taiwan,Retail,Jewelry and Accessories
CRM-156900,Turkey,Retail,Toys
CRM-1517700,Australia,B2B Commerce,B2B Commerce
CRM-463600,MENA,Automotive,Automotive
CRM-153850,Russia,Retail,Sports
CRM-1460450,Indonesia,Finance,Banking
CRM-1548400,Malaysia,Retail,Automotive
CRM-1584300,Singapore,Retail,Automotive
CRM-1610300,United States,N/A,N/A
CRM-198050,MENA,Travel,Online Travel Agency (OTA)
CRM-421250,MENA,Travel,Online Travel Agency (OTA)
CRM-406850,MENA,Travel,Online Travel Agency (OTA)
CRM-406800,MENA,Travel,Online Travel Agency (OTA)
CRM-421150,MENA,Travel,Online Travel Agency (OTA)
CRM-406900,MENA,Travel,Online Travel Agency (OTA)
CRM-421200,MENA,Travel,Online Travel Agency (OTA)
CRM-406750,MENA,Travel,Online Travel Agency (OTA)
CRM-421300,MENA,Travel,Online Travel Agency (OTA)
CRM-406950,MENA,Travel,Online Travel Agency (OTA)
CRM-227250,Turkey,Retail,Fashion Retailer
CRM-160050,Turkey,Retail,Fashion Retailer
CRM-1459100,Turkey,B2B Commerce,B2B Commerce
CRM-1498000,Turkey,Retail,Fashion Retailer
CRM-1446800,Taiwan,Travel,Online Travel Agency (OTA)
CRM-1544750,United Kingdom,Retail,Cosmetics
CRM-1493300,Taiwan,Retail,Home and Furniture
CRM-840750,Thailand,Real Estate,Real Estate
CRM-631850,Thailand,Media and Publishing,Content Websites
CRM-1574450,France,Retail,Flowers
CRM-1449400,Australia,Retail,Sports
CRM-1501000,Turkey,Retail,Fashion Retailer
CRM-1469350,Turkey,Retail,Gifts
CRM-379050,Vietnam,Travel,Online Travel Agency (OTA)
CRM-671450,Malaysia,Internet and Telecom,Internet and Telecom
CRM-172100,Turkey,Internet and Telecom,Internet and Telecom
CRM-1177950,Turkey,Internet and Telecom,Internet and Telecom
CRM-1481000,Turkey,Travel,Online Travel Agency (OTA)
CRM-1512550,Turkey,Other,Other
CRM-166750,Turkey,Internet and Telecom,Internet and Telecom
CRM-363150,Turkey,Travel,Online Travel Agency (OTA)
CRM-1496550,South Cone,Retail,Sports
CRM-219500,Turkey,Retail,Gifts
CRM-1586750,Taiwan,Media and Publishing,Content Websites
CRM-269450,Turkey,Retail,Book Retailers
CRM-169450,Russia,Other,Other
CRM-166350,Turkey,Retail,Fashion Retailer
CRM-198900,CEE,Retail,Fashion Retailer
CRM-237450,Japan,Automotive,Automotive
CRM-1528100,CEE,Retail,Home and Furniture
CRM-459950,MENA,Retail,Marketplace
CRM-726500,Australia,Restaurants and Delivery,Restaurants and Delivery
CRM-227350,Japan,Retail,Fashion Retailer
CRM-1482800,Turkey,Retail,Consumer Electronics
CRM-153200,Russia,Retail,Marketplace
CRM-1484200,Vietnam,Other,Other
CRM-1421300,Turkey,Retail,Gifts
CRM-1493550,Brazil,Retail,Sports
CRM-390000,Hong Kong,Retail,Jewelry and Accessories
CRM-362600,Japan,Internet and Telecom,Internet and Telecom
CRM-615000,Turkey,Retail,Cosmetics
CRM-746450,Vietnam,Career and Education,Education and Universities
CRM-1514000,Turkey,Non Profit Organizations,Non Profit Organizations
CRM-337850,Turkey,Finance,Insurance
CRM-1489800,Brazil,Travel,Car Rentals
CRM-420000,Turkey,Retail,Toys
CRM-1478500,Benelux,Retail,Marketplace
CRM-1523000,Benelux,B2B Commerce,B2B Commerce
CRM-1245850,CEE,B2B Commerce,Supermarket Chains
CRM-1245900,CEE,B2B Commerce,Supermarket Chains
CRM-244700,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-925400,CEE,B2B Commerce,Supermarket Chains
CRM-268450,Australia,Retail,Fashion Retailer
CRM-161950,Malaysia,Retail,Fashion Retailer
CRM-161900,Singapore,Retail,Fashion Retailer
CRM-240800,Thailand,Retail,Fashion Retailer
CRM-259250,Taiwan,Retail,Fashion Retailer
CRM-1529250,Turkey,Retail,Fashion Retailer
CRM-1445800,Malaysia,Career and Education,Education and Universities
CRM-1549250,Vietnam,Internet and Telecom,Internet and Telecom
CRM-1509850,Brazil,Career and Education,Education and Universities
CRM-281750,Taiwan,Retail,Cosmetics
CRM-1542150,Korea,Internet and Telecom,Internet and Telecom
CRM-1542100,Korea,Internet and Telecom,Internet and Telecom
CRM-1579100,Korea,Internet and Telecom,Internet and Telecom
CRM-332800,Turkey,Retail,Cosmetics
CRM-1052200,Korea,Retail,Cosmetics
CRM-713250,Taiwan,Retail,Supermarket Chains
CRM-1495500,Vietnam,Retail,Marketplace
CRM-168000,Turkey,Retail,Fashion Retailer
CRM-237650,Japan,Retail,Jewelry and Accessories
CRM-1472100,Malaysia,Media and Publishing,Content Websites
CRM-729600,Turkey,Travel,Online Travel Agency (OTA)
CRM-1242200,MENA,Finance,"Credit, Loans and P2P"
CRM-732000,United Kingdom,Retail,Home and Furniture
CRM-154100,Russia,Retail,Home and Furniture
CRM-150850,MENA,Retail,Fashion Retailer
CRM-1538550,Turkey,Healthcare,Hospital and Dentistry
CRM-1172300,Australia,Retail,Sports
CRM-1364800,Australia,Retail,Sports
CRM-1449550,Benelux,Other,Other
CRM-1455300,Turkey,Automotive,Automotive
CRM-1496950,Turkey,Automotive,Automotive
CRM-174300,Turkey,Retail,Fashion Retailer
CRM-1437300,Benelux,Retail,Jewelry and Accessories
CRM-1527250,Benelux,N/A,N/A
CRM-1601650,Turkey,Healthcare,Hospital and Dentistry
CRM-268150,Turkey,Retail,Shoes
CRM-1414900,Vietnam,Retail,Fashion Retailer
CRM-1587350,Benelux,Retail,Home and Furniture
CRM-1028200,Australia,Retail,Fashion Retailer
CRM-158050,Turkey,Retail,Home Appliances
CRM-1304000,Vietnam,Travel,Transportation and Logistics
CRM-1525300,Vietnam,Finance,Banking
CRM-263000,MENA,Travel,Hotels and Accommodation
CRM-289850,Vietnam,Travel,Airlines and Airports
CRM-746200,Vietnam,Other,Other
CRM-1493750,Vietnam,B2B SaaS,B2B SaaS
CRM-916650,Vietnam,Internet and Telecom,Internet and Telecom
CRM-815850,Vietnam,Retail,Consumer Electronics
CRM-1280600,Vietnam,Internet and Telecom,Internet and Telecom
CRM-1553900,United States,Fashion,N/A
CRM-1607750,Singapore,Healthcare,Hospital and Dentistry
CRM-1486100,Vietnam,Automotive,Automotive
CRM-1464000,Vietnam,Classifieds,Classifieds
CRM-477800,Vietnam,Other,Other
CRM-1307700,Australia,Retail,Restaurants and Delivery
CRM-1453900,Vietnam,Retail,Animal Products
CRM-1585300,Vietnam,Retail,Animal Products
CRM-1472150,Malaysia,Media and Publishing,Content Websites
CRM-535000,MENA,Retail,Consumer Electronics
CRM-151700,MENA,Retail,Consumer Electronics
CRM-1541850,Brazil,Other,Other
CRM-1451200,CEE,Retail,Jewelry and Accessories
CRM-154250,CEE,Retail,Fashion Retailer
CRM-1597700,Australia,Other,N/A
CRM-1446850,Taiwan,N/A,N/A
CRM-1476750,Turkey,Career and Education,Education and Universities
CRM-203250,Turkey,Retail,Home and Furniture
CRM-1536000,Turkey,Retail,Home and Furniture
CRM-1557350,Brazil,Retail,Jewelry and Accessories
CRM-1566350,Brazil,Classifieds,Classifieds
CRM-1539150,Taiwan,Retail,Consumer Electronics
CRM-199050,Spain,Finance,"Credit, Loans and P2P"
CRM-152850,CEE,Finance,"Credit, Loans and P2P"
CRM-1538700,France,Other,Other
CRM-1071750,Vietnam,Travel,Hotels and Accommodation
CRM-169000,CEE,Retail,Consumer Electronics
CRM-573700,CEE,Media and Publishing,Content Websites
CRM-531350,Turkey,Internet and Telecom,Internet and Telecom
CRM-1507700,Turkey,Retail,Marketplace
CRM-1510250,Benelux,Internet and Telecom,Internet and Telecom
CRM-1551800,MENA,Retail,Fashion Retailer
CRM-1586250,Australia,Retail,Fashion Retailer
CRM-1492800,Brazil,Automotive,Automotive
CRM-1554200,MENA,Automotive,Automotive
CRM-1384400,Vietnam,Finance,Banking
CRM-1492850,MENA,Retail,Cosmetics
CRM-158100,Turkey,Retail,Consumer Electronics
CRM-1105850,Turkey,Retail,Fashion Retailer
CRM-1484000,Vietnam,Retail,Cosmetics
CRM-1513800,Vietnam,Retail,N/A
CRM-1543550,Vietnam,Retail,Home and Furniture
CRM-1581100,Spain,Travel,Online Travel Agency (OTA)
CRM-1607500,Indonesia,N/A,N/A
CRM-990850,Vietnam,Media and Publishing,Content Websites
CRM-338550,Korea,Travel,Hotels and Accommodation
CRM-1354300,Singapore,Finance,Banking
CRM-459100,Turkey,Career and Education,Education and Universities
CRM-1478600,France,Retail,Jewelry and Accessories
CRM-205950,Turkey,Retail,Cosmetics
CRM-394200,Hong Kong,Retail,Cosmetics
CRM-580650,Indonesia,Retail,Cosmetics
CRM-626250,Malaysia,Retail,Cosmetics
CRM-590150,Philippines,Retail,Cosmetics
CRM-1489000,CEE,Retail,Cosmetics
CRM-617450,Singapore,Retail,Cosmetics
CRM-608250,Thailand,Retail,Cosmetics
CRM-480100,Taiwan,Retail,Cosmetics
CRM-1536450,CEE,Retail,Cosmetics
CRM-714500,Hong Kong,Retail,Restaurants and Delivery
CRM-652450,Vietnam,Retail,Cosmetics
CRM-1517900,Vietnam,Finance,Banking
CRM-1520600,Vietnam,Finance,Banking
CRM-1557700,Taiwan,Retail,Fashion Retailer
CRM-1488400,Taiwan,Other,Other
CRM-1492950,Brazil,Classifieds,Classifieds
CRM-1607550,Indonesia,N/A,N/A
CRM-676000,Turkey,Retail,Jewelry and Accessories
CRM-414350,Vietnam,Retail,Consumer Electronics
CRM-1456700,MENA,Retail,Cosmetics
CRM-687150,Indonesia,Retail,Jewelry and Accessories
CRM-1500350,South Cone,Automotive,Automotive
CRM-1511200,Vietnam,Finance,Investment
CRM-211150,Russia,Retail,Fashion Retailer
CRM-1518650,Taiwan,Retail,Gifts
CRM-1559800,MENA,N/A,N/A
CRM-552750,Malaysia,Retail,Fashion Retailer
CRM-957750,Australia,Retail,Home Appliances
CRM-266200,CEE,Retail,Fashion Retailer
CRM-949800,Australia,Retail,Shoes
CRM-152000,CEE,Retail,Jewelry and Accessories
CRM-1468400,Turkey,Retail,Home Appliances
CRM-1469600,Spain,Retail,Home Appliances
CRM-152350,CEE,Retail,Shoes
CRM-175750,CEE,Retail,Shoes
CRM-1496600,South Cone,Retail,Sports
CRM-154200,CEE,Retail,Fashion Retailer
CRM-1476400,Brazil,Internet and Telecom,Internet and Telecom
CRM-609800,Turkey,Retail,Gifts
CRM-152750,CEE,Retail,Shoes
CRM-1500800,Turkey,Retail,Fashion Retailer
CRM-1497200,Korea,Retail,Sports
CRM-1498250,Russia,Restaurants and Delivery,Restaurants and Delivery
CRM-1514800,Taiwan,Retail,Home and Furniture
CRM-1496650,Turkey,Retail,Fashion Retailer
CRM-517600,CEE,Non Profit Organizations,Non Profit Organizations
CRM-1470400,Korea,Internet and Telecom,Internet and Telecom
CRM-1496300,Benelux,Retail,Fashion Retailer
CRM-1577200,United States,Ebetting and Lottery,Ebetting and Lottery
CRM-1513400,Vietnam,Retail,Sports
CRM-1482150,Vietnam,Other,Other
CRM-519200,Vietnam,Retail,Jewelry and Accessories
CRM-351050,Turkey,Retail,Sports
CRM-1582450,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1482000,Japan,Retail,Fashion Retailer
CRM-1542300,Turkey,Finance,Investment
CRM-1241050,United Kingdom,Retail,Home and Furniture
CRM-277650,Turkey,Retail,Fashion Retailer
CRM-1562700,Australia,Retail,Animal Products
CRM-1099500,MENA,Retail,Fashion Retailer
CRM-719250,Turkey,Retail,Home and Furniture
CRM-1458250,Turkey,Retail,Supermarket Chains
CRM-158000,Turkey,Career and Education,Jobs and Employment
CRM-1508150,France,Comparison,Other
CRM-1481150,Vietnam,Retail,Fashion Retailer
CRM-237550,Japan,Travel,Online Travel Agency (OTA)
CRM-1566750,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-1490750,CEE,Retail,Consumer Electronics
CRM-566500,Thailand,Retail,Cosmetics
CRM-1607800,Malaysia,Retail,Cosmetics
CRM-1531550,Singapore,Retail,Cosmetics
CRM-1051750,Korea,Retail,Cosmetics
CRM-830700,Korea,Healthcare,Hospital and Dentistry
CRM-833950,Japan,Travel,Hotels and Accommodation
CRM-1216050,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-1331650,Indonesia,Restaurants and Delivery,Restaurants and Delivery
CRM-169300,CEE,Retail,Fashion Retailer
CRM-1454200,Vietnam,Restaurants and Delivery,Restaurants and Delivery
CRM-1463400,Hong Kong,Other,Other
CRM-1488450,Taiwan,Other,Other
CRM-1495800,Spain,Retail,Cosmetics
CRM-153700,Russia,Retail,Cosmetics
CRM-186200,CEE,Retail,Cosmetics
CRM-243350,CEE,Retail,Cosmetics
CRM-152550,CEE,Retail,Cosmetics
CRM-169200,CEE,Retail,Cosmetics
CRM-232800,CEE,Retail,Cosmetics
CRM-159500,Turkey,Retail,Cosmetics
CRM-559400,Singapore,Retail,Fashion Retailer
CRM-783450,Spain,Retail,Flowers
CRM-1536550,Brazil,Classifieds,Classifieds
CRM-1500500,MENA,Media and Publishing,Content Websites
CRM-5604350,Benelux,N/A,N/A
CRM-155450,Turkey,Retail,Jewelry and Accessories
CRM-1453850,Philippines,Retail,Cosmetics
CRM-993300,Singapore,B2B Commerce,B2B Commerce
CRM-230750,Singapore,Retail,Fashion Retailer
CRM-1499600,MENA,N/A,Marketplace
CRM-1594350,Russia,Media and Publishing,Content Websites
CRM-1451550,Turkey,Retail,Supermarket Chains
CRM-1494200,Turkey,Retail,Fashion Retailer
CRM-1452500,Korea,Media and Publishing,Content Websites
