Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-1149100,2022,3,2022-07-01,2022-09-27,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1493400,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,5,3,I am able to report everything easily
CRM-1493400,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,3,I am able to report everything easily
CRM-1493400,2022,2,2022-04-01,2022-06-07,2,2,Once a Week,2,5,I am able to report everything easily
CRM-1493400,2022,3,2022-07-01,2022-08-03,8,4,Once a Week,5,5,I am able to report everything easily
CRM-1493400,2022,2,2022-04-01,2022-06-14,6,3,Once a Month,3,4,I tried but could not find everything I need
CRM-1493400,2022,3,2022-07-01,2022-08-19,8,4,Once a Month,4,4,I am able to report everything easily
CRM-578400,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-578400,2022,3,2022-07-01,2022-07-05,9,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-578400,2022,1,2022-01-01,2022-02-01,8,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-578400,2022,2,2022-04-01,2022-06-17,9,4,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-578400,2022,3,2022-07-01,2022-09-12,9,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-155350,2022,1,2022-01-01,2022-03-21,8,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-155350,2022,2,2022-04-01,2022-06-20,8,4,Once a Week,4,4,I am able to report everything easily
CRM-155350,2022,3,2022-07-01,2022-09-26,8,5,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-155350,2022,3,2022-07-01,2022-09-26,7,5,Once a Day,4,4,I tried but could not find everything I need
CRM-155350,2022,2,2022-04-01,2022-06-20,5,3,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-155350,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1479200,2022,3,2022-07-01,2022-09-06,5,4,Once a Month,3,4,I am able to report everything easily
CRM-1290050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1290050,2022,2,2022-04-01,2022-06-28,8,5,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1290050,2022,1,2022-01-01,2022-02-01,4,3,Once a Day,3,4,"I can pull all the numbers, but don't understand them"
CRM-1290050,2022,3,2022-07-01,2022-09-09,8,4,Once a Day,4,5,I don't use it often
CRM-1290050,2022,3,2022-07-01,2022-09-14,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1478100,2022,2,2022-04-01,2022-06-23,8,5,Once a Day,5,4,I don't use it often
CRM-1478100,2022,3,2022-07-01,2022-09-28,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-558200,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,3,I am able to report everything easily
CRM-558200,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,3,I am able to report everything easily
CRM-558200,2022,2,2022-04-01,2022-06-24,7,4,Once a Day,3,3,I am able to report everything easily
CRM-558200,2022,3,2022-07-01,2022-09-30,7,3,Once a Day,3,3,I am able to report everything easily
CRM-1476450,2022,1,2022-01-01,2022-03-30,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1476450,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1476150,2022,1,2022-01-01,2022-03-30,10,4,Once a Month,4,4,I am able to report everything easily
CRM-1476150,2022,3,2022-07-01,2022-07-05,9,4,Once a Month,4,5,I am able to report everything easily
CRM-1476150,2022,3,2022-07-01,2022-09-14,7,3,Once a Week,4,4,I am able to report everything easily
CRM-1476150,2022,1,2022-01-01,2022-03-30,6,3,Once a Week,3,5,I tried but could not find everything I need
CRM-1476150,2022,2,2022-04-01,2022-06-30,7,4,Once a Day,3,4,I am able to report everything easily
CRM-672900,2022,2,2022-04-01,2022-06-29,7,4,Once a Day,3,3,I am able to report everything easily
CRM-672900,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1467900,2022,3,2022-07-01,2022-07-04,7,3,Once a Week,3,2,I don't use it often
CRM-1502900,2022,2,2022-04-01,2022-06-06,9,5,Once a Month,4,4,I tried but could not find everything I need
CRM-1502900,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1502900,2022,2,2022-04-01,2022-05-20,9,4,Once a Week,4,4,I tried but could not find everything I need
CRM-907950,2022,1,2022-01-01,2022-02-01,5,3,Once a Day,3,3,I am able to report everything easily
CRM-907950,2022,2,2022-04-01,2022-04-15,8,3,Once a Day,4,4,I am able to report everything easily
CRM-907950,2022,3,2022-07-01,2022-07-05,8,3,Once a Day,3,3,I am able to report everything easily
CRM-907950,2022,3,2022-07-01,2022-09-05,8,3,Once a Day,3,3,I am able to report everything easily
CRM-1493050,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1493050,2022,2,2022-04-01,2022-04-17,10,5,Once a Week,4,5,I am able to report everything easily
CRM-1493050,2022,3,2022-07-01,2022-08-30,9,4,Once a Day,4,4,I am able to report everything easily
CRM-1494150,2022,2,2022-04-01,2022-06-14,4,3,Once a Month,3,2,I tried but could not find everything I need
CRM-1494150,2022,3,2022-07-01,2022-09-28,7,4,Once a Month,4,4,I am able to report everything easily
CRM-1494150,2022,1,2022-01-01,2022-03-31,7,3,Once a Week,3,4,I don't use it often
CRM-1494150,2022,3,2022-07-01,2022-09-26,8,4,Once a Week,3,4,I don't use it often
CRM-1456750,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,4,I am able to report everything easily
CRM-1456650,2022,2,2022-04-01,2022-06-06,8,4,Once a Week,4,4,I don't use it often
CRM-1456650,2022,3,2022-07-01,2022-09-19,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1456650,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1456650,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1456650,2022,2,2022-04-01,2022-06-06,7,5,Once a Week,4,4,I am able to report everything easily
CRM-1456650,2022,3,2022-07-01,2022-08-27,8,5,Once a Day,3,5,I am able to report everything easily
CRM-1456650,2022,2,2022-04-01,2022-06-06,8,5,Once a Week,5,5,I am able to report everything easily
CRM-337900,2022,2,2022-04-01,2022-06-24,10,5,Once a Week,4,4,I am able to report everything easily
CRM-337900,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-337900,2022,3,2022-07-01,2022-09-19,8,4,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-337900,2022,2,2022-04-01,2022-06-06,10,5,Once a Week,5,4,I am able to report everything easily
CRM-337900,2022,3,2022-07-01,2022-09-02,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1494000,2022,3,2022-07-01,2022-09-30,10,5,Once a Week,5,4,"I can pull all the numbers, but don't understand them"
CRM-1494000,2022,3,2022-07-01,2022-09-30,9,4,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1494000,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1468200,2022,3,2022-07-01,2022-09-27,10,5,Once a Week,5,4,I tried but could not find everything I need
CRM-1468200,2022,3,2022-07-01,2022-09-27,8,5,Once a Month,4,3,I am able to report everything easily
CRM-1468200,2022,2,2022-04-01,2022-06-17,10,4,Once a Week,4,3,I am able to report everything easily
CRM-1468200,2022,1,2022-01-01,2022-03-30,10,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1102150,2022,3,2022-07-01,2022-07-05,9,4,Once a Month,4,4,I am able to report everything easily
CRM-1102150,2022,3,2022-07-01,2022-09-07,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-329000,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-329000,2022,3,2022-07-01,2022-09-23,5,3,Once a Week,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1437350,2022,2,2022-04-01,2022-04-18,0,1,Once a Day,1,1,I tried but could not find everything I need
CRM-1437350,2022,2,2022-04-01,2022-04-15,7,2,Once a Day,2,5,I need someone from Insider team to provide me the report from the panel
CRM-1437350,2022,3,2022-07-01,2022-07-05,9,4,Once a Day,5,5,I tried but could not find everything I need
CRM-591000,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I tried but could not find everything I need
CRM-591000,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5,I tried but could not find everything I need
CRM-591000,2022,1,2022-01-01,2022-03-31,9,4,Once a Day,4,4,I tried but could not find everything I need
CRM-591000,2022,3,2022-07-01,2022-09-19,8,5,Once a Day,5,5,I am able to report everything easily
CRM-591000,2022,3,2022-07-01,2022-09-20,8,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-927200,2022,3,2022-07-01,2022-08-30,9,4,Once a Day,4,4,I don't use it often
CRM-927200,2022,2,2022-04-01,2022-06-24,7,3,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-927200,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,4,5,I am able to report everything easily
CRM-927200,2022,3,2022-07-01,2022-09-22,7,3,Once a Day,3,4,I need someone from Insider team to provide me the report from the panel
CRM-927200,2022,2,2022-04-01,2022-06-23,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-927200,2022,3,2022-07-01,2022-09-21,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-993250,2022,3,2022-07-01,2022-09-23,8,5,Once a Day,3,3,I tried but could not find everything I need
CRM-993250,2022,3,2022-07-01,2022-09-07,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1442150,2022,3,2022-07-01,2022-09-26,10,5,Once a Week,5,5,I don't use it often
CRM-1446750,2022,3,2022-07-01,2022-09-22,9,5,Once a Week,4,5,I don't use it often
CRM-1446750,2022,2,2022-04-01,2022-06-28,10,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1446750,2022,3,2022-07-01,2022-08-31,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1497650,2022,2,2022-04-01,2022-06-24,8,4,Once a Day,4,3,I don't use it often
CRM-530450,2022,3,2022-07-01,2022-08-30,9,4,Once a Day,4,4,I don't use it often
CRM-556900,2022,3,2022-07-01,2022-08-24,8,4,Once a Day,4,4,I am able to report everything easily
CRM-556900,2022,2,2022-04-01,2022-05-25,9,5,Once a Month,4,1,I don't use it often
CRM-556900,2022,2,2022-04-01,2022-05-25,9,4,Once a Day,4,3,I am able to report everything easily
CRM-556900,2022,3,2022-07-01,2022-09-24,9,5,Once a Month,5,5,I am able to report everything easily
CRM-1496900,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,4,I tried but could not find everything I need
CRM-1496900,2022,2,2022-04-01,2022-06-01,10,5,Once a Week,5,4,I am able to report everything easily
CRM-1496900,2022,3,2022-07-01,2022-08-25,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1496900,2022,3,2022-07-01,2022-08-25,10,4,Once a Week,4,4,I am able to report everything easily
CRM-153300,2022,3,2022-07-01,2022-08-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-153300,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,5,5,I am able to report everything easily
CRM-153300,2022,3,2022-07-01,2022-08-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-153300,2022,1,2022-01-01,2022-03-23,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1471600,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,0,4,I am able to report everything easily
CRM-1471600,2022,3,2022-07-01,2022-09-22,9,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1490450,2022,1,2022-01-01,2022-03-31,10,5,Once a Month,4,4,I am able to report everything easily
CRM-1458100,2022,3,2022-07-01,2022-09-21,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1458100,2022,3,2022-07-01,2022-08-24,9,5,Once a Week,4,4,I tried but could not find everything I need
CRM-1458100,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1458100,2022,3,2022-07-01,2022-09-21,10,5,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-262450,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,4,5,I tried but could not find everything I need
CRM-262450,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,4,I tried but could not find everything I need
CRM-262450,2022,2,2022-04-01,2022-06-07,9,4,Once a Month,4,4,I am able to report everything easily
CRM-1437050,2022,1,2022-01-01,2022-03-31,8,4,Once a Week,4,5,I am able to report everything easily
CRM-1002400,2022,2,2022-04-01,2022-06-10,8,4,Once a Month,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1002400,2022,3,2022-07-01,2022-09-29,10,4,Once a Month,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1002400,2022,1,2022-01-01,2022-03-01,9,4,Once a Month,4,,I need someone from Insider team to provide me the report from the panel
CRM-1002400,2022,1,2022-01-01,2022-03-21,9,4,Once a Month,4,,I need someone from Insider team to provide me the report from the panel
CRM-1483050,2022,1,2022-01-01,2022-03-18,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1483050,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1483050,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1483050,2022,2,2022-04-01,2022-06-22,9,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1483050,2022,2,2022-04-01,2022-06-10,8,4,Once a Day,4,4,I am able to report everything easily
CRM-156100,2022,1,2022-01-01,2022-03-01,7,4,Once a Day,4,4,I am able to report everything easily
CRM-156100,2022,2,2022-04-01,2022-05-09,7,4,Once a Day,3,4,I am able to report everything easily
CRM-156100,2022,3,2022-07-01,2022-08-11,6,3,Once a Week,3,1,I am able to report everything easily
CRM-156100,2022,3,2022-07-01,2022-07-05,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-156100,2022,3,2022-07-01,2022-08-11,8,4,Once a Month,3,2,"I can pull all the numbers, but don't understand them"
CRM-1502750,2022,3,2022-07-01,2022-08-26,5,3,Once a Day,4,4,I am able to report everything easily
CRM-1502750,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,3,I need someone from Insider team to provide me the report from the panel
CRM-1502750,2022,3,2022-07-01,2022-08-05,5,3,Once a Day,3,4,I tried but could not find everything I need
CRM-558150,2022,3,2022-07-01,2022-08-31,9,4,Once a Week,4,4,I am able to report everything easily
CRM-558150,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,4,I am able to report everything easily
CRM-558150,2022,1,2022-01-01,2022-03-21,10,5,Once a Month,5,4,I am able to report everything easily
CRM-1472200,2022,2,2022-04-01,2022-05-09,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1472200,2022,2,2022-04-01,2022-06-13,9,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1472200,2022,2,2022-04-01,2022-05-09,8,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1472200,2022,3,2022-07-01,2022-08-05,9,4,Once a Day,4,3,I am able to report everything easily
CRM-510050,2022,1,2022-01-01,2022-03-24,8,4,Once a Day,4,,I need someone from Insider team to provide me the report from the panel
CRM-510050,2022,3,2022-07-01,2022-09-09,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-510050,2022,1,2022-01-01,2022-03-23,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-510050,2022,3,2022-07-01,2022-09-06,9,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-510050,2022,1,2022-01-01,2022-03-23,9,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
